drug,term,count
trifluridine tipiracil,GASTROINTESTINAL DISORDER,2
trifluridine tipiracil,GASTROINTESTINAL PERFORATION,2
trifluridine tipiracil,IMPAIRED QUALITY OF LIFE,2
trifluridine tipiracil,LOSS OF CONSCIOUSNESS,2
trifluridine tipiracil,LYMPHOPENIA,2
trifluridine tipiracil,OBSTRUCTIVE PANCREATITIS,2
trifluridine tipiracil,PAIN,2
trifluridine tipiracil,PANCYTOPENIA,2
ipilimumab,DEATH,3886
ipilimumab,MALIGNANT NEOPLASM PROGRESSION,3558
ipilimumab,DIARRHOEA,2991
ipilimumab,COLITIS,2236
ipilimumab,OFF LABEL USE,2185
ipilimumab,PYREXIA,1959
ipilimumab,RASH,1706
ipilimumab,FATIGUE,1610
ipilimumab,INTENTIONAL PRODUCT USE ISSUE,1349
ipilimumab,NAUSEA,1309
ipilimumab,HYPOPHYSITIS,1048
ipilimumab,DECREASED APPETITE,1037
ipilimumab,VOMITING,1019
ipilimumab,DYSPNOEA,975
ipilimumab,PNEUMONIA,928
ipilimumab,PNEUMONITIS,916
ipilimumab,IMMUNE-MEDIATED ENTEROCOLITIS,898
ipilimumab,ADVERSE EVENT,893
ipilimumab,ADRENAL INSUFFICIENCY,870
ipilimumab,PRURITUS,864
ipilimumab,ACUTE KIDNEY INJURY,835
ipilimumab,HEADACHE,799
ipilimumab,HYPOTHYROIDISM,765
ipilimumab,DEHYDRATION,688
ipilimumab,ASTHENIA,685
ipilimumab,ANAEMIA,681
ipilimumab,MALAISE,647
ipilimumab,DRUG INEFFECTIVE,638
ipilimumab,SEPSIS,629
ipilimumab,WEIGHT DECREASED,629
ipilimumab,HEPATITIS,576
ipilimumab,GENERAL PHYSICAL HEALTH DETERIORATION,561
ipilimumab,ARTHRALGIA,535
ipilimumab,HYPERTHYROIDISM,526
ipilimumab,HYPONATRAEMIA,526
ipilimumab,ABDOMINAL PAIN,500
ipilimumab,LIVER DISORDER,498
ipilimumab,HEPATIC FUNCTION ABNORMAL,489
ipilimumab,HYPOTENSION,480
ipilimumab,INTERSTITIAL LUNG DISEASE,471
ipilimumab,MYOCARDITIS,461
ipilimumab,PRESCRIBED OVERDOSE,455
ipilimumab,PRODUCT USE IN UNAPPROVED INDICATION,441
ipilimumab,CONSTIPATION,436
ipilimumab,ALANINE AMINOTRANSFERASE INCREASED,431
ipilimumab,ASPARTATE AMINOTRANSFERASE INCREASED,429
ipilimumab,HYPOPITUITARISM,423
ipilimumab,PLEURAL EFFUSION,423
ipilimumab,PAIN,408
ipilimumab,IMMUNE-MEDIATED HEPATITIS,401
ipilimumab,COUGH,394
ipilimumab,THROMBOCYTOPENIA,387
ipilimumab,AUTOIMMUNE HEPATITIS,384
ipilimumab,BACK PAIN,380
ipilimumab,PULMONARY EMBOLISM,370
ipilimumab,ENTEROCOLITIS,356
ipilimumab,DIABETIC KETOACIDOSIS,346
ipilimumab,MUSCULAR WEAKNESS,330
ipilimumab,RENAL FAILURE,329
ipilimumab,DIZZINESS,323
ipilimumab,THYROIDITIS,319
ipilimumab,RESPIRATORY FAILURE,317
ipilimumab,NEUTROPENIA,309
ipilimumab,CHILLS,308
ipilimumab,CYTOKINE RELEASE SYNDROME,308
ipilimumab,ATRIAL FIBRILLATION,305
ipilimumab,METASTASES TO CENTRAL NERVOUS SYSTEM,305
ipilimumab,IMMUNE-MEDIATED HEPATIC DISORDER,303
ipilimumab,TYPE 1 DIABETES MELLITUS,302
ipilimumab,RASH MACULO-PAPULAR,289
ipilimumab,MYOSITIS,284
ipilimumab,HYPERGLYCAEMIA,281
ipilimumab,URINARY TRACT INFECTION,279
ipilimumab,AUTOIMMUNE COLITIS,277
ipilimumab,DIABETES MELLITUS,275
ipilimumab,FEBRILE NEUTROPENIA,273
ipilimumab,ARTHRITIS,271
ipilimumab,CONFUSIONAL STATE,271
ipilimumab,MYALGIA,269
ipilimumab,HYPOKALAEMIA,268
ipilimumab,NON-SMALL CELL LUNG CANCER,262
ipilimumab,AUTOIMMUNE DISORDER,251
ipilimumab,FALL,246
ipilimumab,HEPATOTOXICITY,241
ipilimumab,NEUROPATHY PERIPHERAL,237
ipilimumab,IMMUNE-MEDIATED LUNG DISEASE,236
ipilimumab,INFUSION RELATED REACTION,234
ipilimumab,DISEASE PROGRESSION,230
ipilimumab,PANCREATITIS,229
ipilimumab,SEPTIC SHOCK,227
ipilimumab,HYPERTENSION,224
ipilimumab,CARDIAC FAILURE,220
ipilimumab,BLOOD CREATININE INCREASED,219
ipilimumab,PLATELET COUNT DECREASED,219
ipilimumab,RASH PRURITIC,218
ipilimumab,IMMUNE-MEDIATED MYOCARDITIS,215
ipilimumab,LIPASE INCREASED,214
ipilimumab,PAIN IN EXTREMITY,213
ipilimumab,THYROID DISORDER,213
ipilimumab,HOSPITALISATION,211
pazopanib,DEATH,4546
pazopanib,DIARRHOEA,3579
pazopanib,FATIGUE,2483
pazopanib,NAUSEA,2424
pazopanib,MALIGNANT NEOPLASM PROGRESSION,1629
pazopanib,DRUG INEFFECTIVE,1442
pazopanib,DECREASED APPETITE,1433
pazopanib,VOMITING,1405
pazopanib,HYPERTENSION,1258
pazopanib,DISEASE PROGRESSION,993
pazopanib,ASTHENIA,930
pazopanib,MALAISE,901
pazopanib,WEIGHT DECREASED,883
pazopanib,DYSPNOEA,849
pazopanib,HAIR COLOUR CHANGES,822
pazopanib,BLOOD PRESSURE INCREASED,781
pazopanib,PRODUCT USE IN UNAPPROVED INDICATION,765
pazopanib,HEADACHE,714
pazopanib,PAIN,676
pazopanib,ABDOMINAL PAIN,522
pazopanib,DYSGEUSIA,504
pazopanib,PYREXIA,499
pazopanib,RASH,496
pazopanib,ABDOMINAL PAIN UPPER,489
pazopanib,OFF LABEL USE,432
pazopanib,PAIN IN EXTREMITY,419
pazopanib,ABDOMINAL DISCOMFORT,416
pazopanib,DEHYDRATION,413
pazopanib,DIZZINESS,404
pazopanib,CONSTIPATION,390
pazopanib,HEPATIC ENZYME INCREASED,388
pazopanib,COUGH,379
pazopanib,ANAEMIA,378
pazopanib,ALANINE AMINOTRANSFERASE INCREASED,376
pazopanib,METASTASES TO LUNG,361
pazopanib,PNEUMONIA,344
pazopanib,PLATELET COUNT DECREASED,336
pazopanib,BACK PAIN,335
pazopanib,ARTHRALGIA,323
pazopanib,STOMATITIS,323
pazopanib,GENERAL PHYSICAL HEALTH DETERIORATION,318
pazopanib,PALMAR-PLANTAR ERYTHRODYSAESTHESIA SYNDROME,311
pazopanib,ALOPECIA,302
pazopanib,ASPARTATE AMINOTRANSFERASE INCREASED,294
pazopanib,THROMBOCYTOPENIA,288
pazopanib,HEPATIC FUNCTION ABNORMAL,279
pazopanib,PLEURAL EFFUSION,277
pazopanib,RENAL CELL CARCINOMA,274
pazopanib,BLOOD BILIRUBIN INCREASED,262
pazopanib,NEOPLASM MALIGNANT,262
pazopanib,HYPOTHYROIDISM,249
pazopanib,CHEST PAIN,232
pazopanib,NEOPLASM PROGRESSION,230
pazopanib,RENAL IMPAIRMENT,228
pazopanib,MUSCLE SPASMS,226
pazopanib,AGEUSIA,225
pazopanib,HOSPITALISATION,220
pazopanib,DRUG INTOLERANCE,216
pazopanib,RENAL CANCER,214
pazopanib,EPISTAXIS,213
pazopanib,HEPATOTOXICITY,210
pazopanib,ADVERSE DRUG REACTION,207
pazopanib,LIVER DISORDER,207
pazopanib,GAIT DISTURBANCE,206
pazopanib,PROTEINURIA,201
pazopanib,PRURITUS,201
pazopanib,DRUG INTERACTION,199
pazopanib,DYSPEPSIA,199
pazopanib,JAUNDICE,197
pazopanib,BLOOD CREATININE INCREASED,194
pazopanib,FALL,194
pazopanib,CONFUSIONAL STATE,191
pazopanib,FEELING ABNORMAL,190
pazopanib,MYALGIA,187
pazopanib,SKIN DISCOLOURATION,186
pazopanib,OEDEMA PERIPHERAL,184
pazopanib,DRUG DOSE OMISSION,183
pazopanib,CEREBROVASCULAR ACCIDENT,181
pazopanib,PNEUMOTHORAX,181
pazopanib,RENAL FAILURE,180
pazopanib,CARDIAC FAILURE,178
pazopanib,LIVER FUNCTION TEST ABNORMAL,177
pazopanib,HOSPICE CARE,175
pazopanib,METASTATIC RENAL CELL CARCINOMA,175
pazopanib,ACUTE KIDNEY INJURY,173
pazopanib,METASTASES TO LIVER,172
pazopanib,METASTASES TO CENTRAL NERVOUS SYSTEM,167
pazopanib,PRODUCT USE ISSUE,165
pazopanib,NEUTROPENIA,164
pazopanib,MYOCARDIAL INFARCTION,162
pazopanib,INSOMNIA,161
pazopanib,PULMONARY EMBOLISM,160
pazopanib,URINARY TRACT INFECTION,158
pazopanib,ABDOMINAL DISTENSION,157
pazopanib,ERYTHEMA,157
pazopanib,METASTASES TO BONE,156
pazopanib,PERIPHERAL SWELLING,155
pazopanib,ASCITES,153
pazopanib,BLISTER,153
pazopanib,TOXICITY TO VARIOUS AGENTS,153
crizotinib,DEATH,2329
crizotinib,DISEASE PROGRESSION,1248
crizotinib,NEOPLASM PROGRESSION,1195
crizotinib,NAUSEA,1109
crizotinib,DIARRHOEA,823
crizotinib,VOMITING,772
crizotinib,FATIGUE,543
crizotinib,OFF LABEL USE,437
crizotinib,DYSPNOEA,435
crizotinib,CONSTIPATION,433
crizotinib,OEDEMA PERIPHERAL,425
crizotinib,LUNG NEOPLASM MALIGNANT,407
crizotinib,VISUAL IMPAIRMENT,405
crizotinib,DECREASED APPETITE,374
crizotinib,ASTHENIA,336
crizotinib,PNEUMONIA,330
crizotinib,DIZZINESS,313
crizotinib,PLEURAL EFFUSION,308
crizotinib,MALAISE,307
crizotinib,PERIPHERAL SWELLING,284
crizotinib,NON-SMALL CELL LUNG CANCER,276
crizotinib,PYREXIA,257
crizotinib,COUGH,254
crizotinib,MALIGNANT NEOPLASM PROGRESSION,246
crizotinib,NEOPLASM MALIGNANT,223
crizotinib,DRUG INEFFECTIVE,219
crizotinib,RASH,204
crizotinib,OEDEMA,198
crizotinib,DYSGEUSIA,197
crizotinib,WEIGHT DECREASED,192
crizotinib,PAIN,185
crizotinib,RENAL IMPAIRMENT,182
crizotinib,DYSPHAGIA,180
crizotinib,HEADACHE,172
crizotinib,ALANINE AMINOTRANSFERASE INCREASED,171
crizotinib,PULMONARY EMBOLISM,170
crizotinib,INTERSTITIAL LUNG DISEASE,167
crizotinib,VISION BLURRED,165
crizotinib,PRODUCT USE IN UNAPPROVED INDICATION,163
crizotinib,PRODUCT USE ISSUE,163
crizotinib,ANAEMIA,161
crizotinib,DEHYDRATION,160
crizotinib,NEUTROPENIA,156
crizotinib,HYPOTENSION,148
crizotinib,PNEUMONITIS,146
crizotinib,ASPARTATE AMINOTRANSFERASE INCREASED,142
crizotinib,BLOOD CREATININE INCREASED,138
crizotinib,DRUG INTERACTION,137
crizotinib,PHOTOPSIA,135
crizotinib,RENAL FAILURE,134
crizotinib,HEPATIC FUNCTION ABNORMAL,130
crizotinib,BRADYCARDIA,129
crizotinib,DRUG RESISTANCE,129
crizotinib,GENERAL PHYSICAL HEALTH DETERIORATION,127
crizotinib,DYSPEPSIA,120
crizotinib,HEPATIC ENZYME INCREASED,116
crizotinib,RESPIRATORY FAILURE,115
crizotinib,ABDOMINAL PAIN,114
crizotinib,FALL,114
crizotinib,DEEP VEIN THROMBOSIS,112
crizotinib,CARDIAC FAILURE,111
crizotinib,METASTASES TO CENTRAL NERVOUS SYSTEM,109
crizotinib,WEIGHT INCREASED,109
crizotinib,PERICARDIAL EFFUSION,108
crizotinib,ABDOMINAL DISCOMFORT,107
crizotinib,CONDITION AGGRAVATED,106
crizotinib,ELECTROCARDIOGRAM QT PROLONGED,105
crizotinib,ABDOMINAL PAIN UPPER,103
crizotinib,BACK PAIN,102
crizotinib,CHEST PAIN,99
crizotinib,OESOPHAGITIS,99
crizotinib,WHITE BLOOD CELL COUNT DECREASED,99
crizotinib,HEPATOTOXICITY,94
crizotinib,PAIN IN EXTREMITY,93
crizotinib,THROMBOCYTOPENIA,92
crizotinib,SEPSIS,91
crizotinib,THROMBOSIS,91
crizotinib,HAEMOGLOBIN DECREASED,90
crizotinib,PULMONARY OEDEMA,89
crizotinib,ACUTE KIDNEY INJURY,88
crizotinib,TRANSAMINASES INCREASED,87
crizotinib,SEIZURE,86
crizotinib,ARTHRALGIA,85
crizotinib,HEART RATE DECREASED,85
crizotinib,FEBRILE NEUTROPENIA,84
crizotinib,HYPOAESTHESIA,84
crizotinib,STOMATITIS,81
crizotinib,LIVER DISORDER,79
crizotinib,JOINT SWELLING,77
crizotinib,NEUROPATHY PERIPHERAL,76
crizotinib,CONFUSIONAL STATE,75
crizotinib,VITREOUS FLOATERS,75
crizotinib,GAIT DISTURBANCE,74
crizotinib,SECOND PRIMARY MALIGNANCY,73
crizotinib,CEREBROVASCULAR ACCIDENT,72
crizotinib,GASTROOESOPHAGEAL REFLUX DISEASE,72
crizotinib,HYPONATRAEMIA,72
crizotinib,NEUTROPHIL COUNT DECREASED,72
crizotinib,HYPOXIA,71
crizotinib,INSOMNIA,71
trabectedin,NEUTROPENIA,229
trabectedin,ANAEMIA,201
trabectedin,NAUSEA,185
trabectedin,THROMBOCYTOPENIA,184
trabectedin,FEBRILE NEUTROPENIA,164
trabectedin,PANCYTOPENIA,145
trabectedin,VOMITING,144
trabectedin,RHABDOMYOLYSIS,121
trabectedin,DISEASE PROGRESSION,117
trabectedin,ALANINE AMINOTRANSFERASE INCREASED,116
trabectedin,OFF LABEL USE,111
trabectedin,ASTHENIA,105
trabectedin,PYREXIA,102
trabectedin,ASPARTATE AMINOTRANSFERASE INCREASED,98
trabectedin,FATIGUE,93
trabectedin,ACUTE KIDNEY INJURY,90
trabectedin,DRUG INEFFECTIVE,88
trabectedin,DIARRHOEA,80
trabectedin,PLATELET COUNT DECREASED,79
trabectedin,LEUKOPENIA,76
trabectedin,BLOOD CREATINE PHOSPHOKINASE INCREASED,68
trabectedin,NEUTROPHIL COUNT DECREASED,68
trabectedin,HAEMATOTOXICITY,67
trabectedin,HEPATOTOXICITY,66
trabectedin,DEATH,64
trabectedin,DYSPNOEA,64
trabectedin,PNEUMONIA,63
trabectedin,SEPSIS,62
trabectedin,TRANSAMINASES INCREASED,59
trabectedin,WHITE BLOOD CELL COUNT DECREASED,58
trabectedin,DECREASED APPETITE,57
trabectedin,GAMMA-GLUTAMYLTRANSFERASE INCREASED,50
trabectedin,MALIGNANT NEOPLASM PROGRESSION,50
trabectedin,HEPATIC FUNCTION ABNORMAL,46
trabectedin,RENAL FAILURE,46
trabectedin,BONE MARROW FAILURE,43
trabectedin,ABDOMINAL PAIN,40
trabectedin,BLOOD ALKALINE PHOSPHATASE INCREASED,40
trabectedin,MUCOSAL INFLAMMATION,40
trabectedin,ACUTE MYELOID LEUKAEMIA,39
trabectedin,CARDIAC FAILURE,37
trabectedin,BLOOD BILIRUBIN INCREASED,35
trabectedin,CONSTIPATION,35
trabectedin,PRODUCT USE IN UNAPPROVED INDICATION,35
trabectedin,HAEMOGLOBIN DECREASED,33
trabectedin,MALAISE,32
trabectedin,HEPATIC ENZYME INCREASED,31
trabectedin,MYALGIA,31
trabectedin,TOXICITY TO VARIOUS AGENTS,31
trabectedin,DRUG INTERACTION,30
trabectedin,DEHYDRATION,29
trabectedin,HEPATIC FAILURE,29
trabectedin,DEVICE RELATED INFECTION,28
trabectedin,PLEURAL EFFUSION,28
trabectedin,ASCITES,27
trabectedin,HYPERTRANSAMINASAEMIA,26
trabectedin,PRODUCT USE ISSUE,26
trabectedin,THERAPEUTIC PRODUCT EFFECT INCOMPLETE,26
trabectedin,PNEUMONITIS,25
trabectedin,ATRIAL FIBRILLATION,24
trabectedin,DISEASE RECURRENCE,24
trabectedin,INTERSTITIAL LUNG DISEASE,24
trabectedin,OEDEMA PERIPHERAL,24
trabectedin,RENAL IMPAIRMENT,24
trabectedin,SEPTIC SHOCK,24
trabectedin,CAPILLARY LEAK SYNDROME,23
trabectedin,EXTRAVASATION,23
trabectedin,HEPATOCELLULAR INJURY,23
trabectedin,HYPOTENSION,23
trabectedin,NEUROPATHY PERIPHERAL,23
trabectedin,BLOOD CREATININE INCREASED,22
trabectedin,UNDERDOSE,22
trabectedin,CHOLESTASIS,21
trabectedin,HYPERSENSITIVITY,21
trabectedin,HYPOALBUMINAEMIA,21
trabectedin,HYPONATRAEMIA,21
trabectedin,INFECTION,21
trabectedin,RESPIRATORY FAILURE,21
trabectedin,GENERAL PHYSICAL HEALTH DETERIORATION,20
trabectedin,HYPOKALAEMIA,20
trabectedin,NEOPLASM PROGRESSION,20
trabectedin,PALMAR-PLANTAR ERYTHRODYSAESTHESIA SYNDROME,20
trabectedin,URINARY TRACT INFECTION,20
trabectedin,ADVERSE EVENT,19
trabectedin,EJECTION FRACTION DECREASED,19
trabectedin,PULMONARY EMBOLISM,18
trabectedin,CARDIOTOXICITY,17
trabectedin,CEREBROVASCULAR ACCIDENT,17
trabectedin,HEPATIC CYTOLYSIS,17
trabectedin,HYPERTENSION,17
trabectedin,INTESTINAL OBSTRUCTION,17
trabectedin,ENCEPHALOPATHY,16
trabectedin,LEFT VENTRICULAR DYSFUNCTION,16
trabectedin,LIVER DISORDER,16
trabectedin,MULTIPLE ORGAN DYSFUNCTION SYNDROME,16
trabectedin,MYELOSUPPRESSION,16
trabectedin,NEUTROPENIC SEPSIS,16
trabectedin,PAIN,16
trabectedin,STOMATITIS,16
trabectedin,DRUG HYPERSENSITIVITY,15
avelumab,DEATH,362
avelumab,DISEASE PROGRESSION,337
avelumab,OFF LABEL USE,217
avelumab,DIARRHOEA,164
avelumab,INFUSION RELATED REACTION,138
avelumab,PYREXIA,136
avelumab,NEOPLASM PROGRESSION,122
avelumab,FATIGUE,119
avelumab,NAUSEA,105
avelumab,DYSPNOEA,98
avelumab,HYPERTENSION,93
avelumab,CHILLS,92
avelumab,RASH,90
avelumab,INTERSTITIAL LUNG DISEASE,88
avelumab,ACUTE KIDNEY INJURY,83
avelumab,GENERAL PHYSICAL HEALTH DETERIORATION,83
avelumab,HYPOTHYROIDISM,83
avelumab,DECREASED APPETITE,80
avelumab,PNEUMONIA,73
avelumab,MALAISE,72
avelumab,VOMITING,69
avelumab,COLITIS,68
avelumab,THROMBOCYTOPENIA,68
avelumab,ANAEMIA,65
avelumab,PNEUMONITIS,65
avelumab,NEUROPATHY PERIPHERAL,63
avelumab,SEPSIS,61
avelumab,ADRENAL INSUFFICIENCY,58
avelumab,FEBRILE NEUTROPENIA,58
avelumab,MALIGNANT NEOPLASM PROGRESSION,57
avelumab,MYOCARDITIS,54
avelumab,DRUG INEFFECTIVE,49
avelumab,ASTHENIA,48
avelumab,BACK PAIN,48
avelumab,NEUTROPENIA,47
avelumab,HYPOTENSION,46
avelumab,HEPATITIS,45
avelumab,PRURITUS,45
avelumab,MYOSITIS,44
avelumab,PULMONARY EMBOLISM,44
avelumab,DEHYDRATION,41
avelumab,HEPATIC FUNCTION ABNORMAL,41
avelumab,PALMAR-PLANTAR ERYTHRODYSAESTHESIA SYNDROME,40
avelumab,CONSTIPATION,39
avelumab,DIZZINESS,39
avelumab,RENAL IMPAIRMENT,38
avelumab,SKIN TOXICITY,36
avelumab,CONDITION AGGRAVATED,35
avelumab,HYPERTHYROIDISM,35
avelumab,HYPONATRAEMIA,35
avelumab,ABDOMINAL PAIN,34
avelumab,DYSPHONIA,33
avelumab,PLATELET COUNT DECREASED,32
avelumab,PRODUCT USE IN UNAPPROVED INDICATION,32
avelumab,BLOOD PRESSURE INCREASED,31
avelumab,HAEMATURIA,31
avelumab,HAEMOGLOBIN DECREASED,31
avelumab,RENAL FAILURE,31
avelumab,ALANINE AMINOTRANSFERASE INCREASED,30
avelumab,PAIN,30
avelumab,RESPIRATORY FAILURE,30
avelumab,TRANSAMINASES INCREASED,30
avelumab,ARTHRITIS,28
avelumab,ATRIAL FIBRILLATION,28
avelumab,COUGH,28
avelumab,HYPERSENSITIVITY,28
avelumab,ASPARTATE AMINOTRANSFERASE INCREASED,27
avelumab,PANCREATITIS,27
avelumab,STOMATITIS,27
avelumab,TREMOR,27
avelumab,URINARY TRACT INFECTION,27
avelumab,MYASTHENIA GRAVIS,26
avelumab,CONFUSIONAL STATE,25
avelumab,FALL,25
avelumab,PLEURAL EFFUSION,25
avelumab,ARTHRALGIA,24
avelumab,DIABETES MELLITUS,24
avelumab,HEADACHE,24
avelumab,MUCOSAL INFLAMMATION,24
avelumab,OXYGEN SATURATION DECREASED,24
avelumab,SYNCOPE,24
avelumab,CHEST PAIN,23
avelumab,HYPERGLYCAEMIA,23
avelumab,THYROIDITIS,23
avelumab,WEIGHT DECREASED,23
avelumab,BLOOD CREATININE INCREASED,22
avelumab,CARDIAC ARREST,22
avelumab,CARDIAC FAILURE,22
avelumab,MYALGIA,22
avelumab,NEUTROPHIL COUNT DECREASED,22
avelumab,METASTASES TO CENTRAL NERVOUS SYSTEM,21
avelumab,MUSCULAR WEAKNESS,21
avelumab,DEVICE RELATED INFECTION,20
avelumab,DYSPHAGIA,20
avelumab,ENCEPHALITIS,20
avelumab,HYPOKALAEMIA,20
avelumab,LIVER DISORDER,20
avelumab,NEPHRITIS,20
avelumab,SEPTIC SHOCK,20
avelumab,HEPATOTOXICITY,18
lorlatinib,DEATH,894
lorlatinib,NEOPLASM PROGRESSION,662
lorlatinib,OFF LABEL USE,319
lorlatinib,BLOOD CHOLESTEROL INCREASED,195
lorlatinib,HALLUCINATION,195
lorlatinib,WEIGHT INCREASED,189
lorlatinib,DYSPNOEA,173
lorlatinib,OEDEMA PERIPHERAL,169
lorlatinib,DISEASE PROGRESSION,149
lorlatinib,OEDEMA,142
lorlatinib,FATIGUE,138
lorlatinib,HYPERCHOLESTEROLAEMIA,130
lorlatinib,PLEURAL EFFUSION,126
lorlatinib,COGNITIVE DISORDER,122
lorlatinib,BLOOD TRIGLYCERIDES INCREASED,108
lorlatinib,PNEUMONIA,106
lorlatinib,NEUROPATHY PERIPHERAL,105
lorlatinib,ASTHENIA,104
lorlatinib,MEMORY IMPAIRMENT,104
lorlatinib,PERIPHERAL SWELLING,104
lorlatinib,DIARRHOEA,102
lorlatinib,HYPERLIPIDAEMIA,101
lorlatinib,PAIN,94
lorlatinib,HEADACHE,89
lorlatinib,DRUG INEFFECTIVE,88
lorlatinib,CONFUSIONAL STATE,84
lorlatinib,HAEMOGLOBIN DECREASED,83
lorlatinib,PYREXIA,82
lorlatinib,NAUSEA,80
lorlatinib,HYPERTRIGLYCERIDAEMIA,78
lorlatinib,MALAISE,78
lorlatinib,DIZZINESS,75
lorlatinib,PULMONARY EMBOLISM,75
lorlatinib,ARTHRALGIA,69
lorlatinib,PAIN IN EXTREMITY,69
lorlatinib,COUGH,67
lorlatinib,ANXIETY,65
lorlatinib,BLOOD PRESSURE INCREASED,64
lorlatinib,"HALLUCINATION, AUDITORY",63
lorlatinib,"HALLUCINATION, VISUAL",63
lorlatinib,ANAEMIA,62
lorlatinib,LOW DENSITY LIPOPROTEIN INCREASED,62
lorlatinib,NERVOUS SYSTEM DISORDER,61
lorlatinib,PERICARDIAL EFFUSION,61
lorlatinib,GAIT DISTURBANCE,59
lorlatinib,CONSTIPATION,57
lorlatinib,MALIGNANT NEOPLASM PROGRESSION,55
lorlatinib,BLOOD GLUCOSE INCREASED,54
lorlatinib,SPEECH DISORDER,54
lorlatinib,INSOMNIA,52
lorlatinib,BACK PAIN,50
lorlatinib,DECREASED APPETITE,50
lorlatinib,FALL,50
lorlatinib,GENERAL PHYSICAL HEALTH DETERIORATION,50
lorlatinib,PSYCHOTIC DISORDER,50
lorlatinib,RASH,50
lorlatinib,VOMITING,50
lorlatinib,DYSLIPIDAEMIA,49
lorlatinib,HEART RATE INCREASED,49
lorlatinib,VISUAL IMPAIRMENT,49
lorlatinib,WEIGHT DECREASED,49
lorlatinib,CARDIAC FAILURE,48
lorlatinib,DEPRESSION,48
lorlatinib,PNEUMONITIS,45
lorlatinib,SEIZURE,45
lorlatinib,THROMBOCYTOPENIA,43
lorlatinib,COVID-19,42
lorlatinib,FEELING ABNORMAL,42
lorlatinib,CONDITION AGGRAVATED,41
lorlatinib,DYSPHAGIA,41
lorlatinib,HYPERTENSION,41
lorlatinib,MENTAL DISORDER,41
lorlatinib,PARAESTHESIA,40
lorlatinib,PRODUCT USE IN UNAPPROVED INDICATION,40
lorlatinib,ABDOMINAL DISTENSION,39
lorlatinib,AMNESIA,39
lorlatinib,DRUG RESISTANCE,39
lorlatinib,DELIRIUM,38
lorlatinib,HYPOAESTHESIA,38
lorlatinib,METASTASES TO CENTRAL NERVOUS SYSTEM,38
lorlatinib,MYALGIA,38
lorlatinib,CHEST PAIN,37
lorlatinib,PLATELET COUNT DECREASED,37
lorlatinib,CEREBROVASCULAR ACCIDENT,36
lorlatinib,PANCYTOPENIA,36
lorlatinib,ASPARTATE AMINOTRANSFERASE INCREASED,35
lorlatinib,LIPIDS INCREASED,35
lorlatinib,MUSCULAR WEAKNESS,35
lorlatinib,PULMONARY OEDEMA,35
lorlatinib,BALANCE DISORDER,34
lorlatinib,FLUID RETENTION,34
lorlatinib,BLOOD CREATININE INCREASED,32
lorlatinib,CARPAL TUNNEL SYNDROME,32
lorlatinib,ELECTROCARDIOGRAM QT PROLONGED,32
lorlatinib,SWELLING,32
lorlatinib,ASCITES,31
lorlatinib,DIABETES MELLITUS,31
lorlatinib,DYSPNOEA EXERTIONAL,31
lorlatinib,IRRITABILITY,31
lorlatinib,METASTASES TO LIVER,31
enzalutamide,FATIGUE,9538
enzalutamide,DEATH,7575
enzalutamide,MALIGNANT NEOPLASM PROGRESSION,5261
enzalutamide,PROSTATIC SPECIFIC ANTIGEN INCREASED,4171
enzalutamide,DRUG INEFFECTIVE,3952
enzalutamide,ASTHENIA,3884
enzalutamide,HOT FLUSH,3296
enzalutamide,DECREASED APPETITE,3278
enzalutamide,NAUSEA,3159
enzalutamide,DIZZINESS,2959
enzalutamide,DIARRHOEA,2672
enzalutamide,BACK PAIN,2182
enzalutamide,UNDERDOSE,2023
enzalutamide,ARTHRALGIA,1996
enzalutamide,CONSTIPATION,1709
enzalutamide,WEIGHT DECREASED,1703
enzalutamide,FALL,1696
enzalutamide,PAIN,1608
enzalutamide,HEADACHE,1599
enzalutamide,MALAISE,1488
enzalutamide,DYSPNOEA,1408
enzalutamide,INSOMNIA,1281
enzalutamide,PERIPHERAL SWELLING,1271
enzalutamide,DYSPHAGIA,1268
enzalutamide,VOMITING,1213
enzalutamide,PAIN IN EXTREMITY,1163
enzalutamide,OFF LABEL USE,970
enzalutamide,SOMNOLENCE,967
enzalutamide,MUSCULAR WEAKNESS,958
enzalutamide,ABDOMINAL DISCOMFORT,953
enzalutamide,DRUG DOSE OMISSION,937
enzalutamide,MYALGIA,913
enzalutamide,CONFUSIONAL STATE,879
enzalutamide,DRUG INTERACTION,815
enzalutamide,GAIT DISTURBANCE,805
enzalutamide,FEELING ABNORMAL,797
enzalutamide,MEMORY IMPAIRMENT,788
enzalutamide,PROSTATE CANCER,783
enzalutamide,RASH,776
enzalutamide,ANAEMIA,774
enzalutamide,BONE PAIN,755
enzalutamide,URINARY TRACT INFECTION,719
enzalutamide,PNEUMONIA,695
enzalutamide,BLOOD PRESSURE INCREASED,680
enzalutamide,HYPERTENSION,668
enzalutamide,BALANCE DISORDER,635
enzalutamide,CEREBROVASCULAR ACCIDENT,616
enzalutamide,TREATMENT NONCOMPLIANCE,607
enzalutamide,PRODUCT SIZE ISSUE,599
enzalutamide,HYPOAESTHESIA,594
enzalutamide,HYPERHIDROSIS,592
enzalutamide,DYSGEUSIA,585
enzalutamide,NEUROPATHY PERIPHERAL,563
enzalutamide,ANXIETY,560
enzalutamide,ABDOMINAL PAIN UPPER,547
